time,event,stk_cd,stk_nm,qty,price,base_price,order_no,profit_amount,profit_pct,memo,state,cycle,take_profit_price,stop_loss_price
2026-07-03 09:02:24,BUY,0193T0,KODEX SK하이닉스단일종목레버리지,60,22642,22642,0008770,,,최초 매수,NORMAL,0,23500,21950
2026-07-03 09:02:26,BUY,0193W0,KODEX 삼성전자단일종목레버리지,75,18215,18215,0008852,,,최초 매수,NORMAL,0,18900,17650
2026-07-03 09:23:21,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,42,21900,22336,0031740,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,1,23200,21550,945674,919800,102,22336
2026-07-03 09:27:39,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,28,21479,22151,0035218,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,2,23000,21250,622617,1521212,130,22151
2026-07-03 09:29:44,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,19,21230,22034,0036733,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,3,22900,21000,411384,1924582,149,22034
2026-07-03 09:30:24,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,12,20945,21953,0037261,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,4,22800,20850,269707,2175922,161,21953
2026-07-03 09:30:48,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,8,20830,21900,0037680,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,5,22750,20650,181430,2342562,169,21900
2026-07-03 09:30:52,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,6,17605,18170,0037739,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,1,18850,17500,122903,105630,81,18170
2026-07-03 09:33:17,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,4,20610,21870,0039789,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,6,22700,20550,85803,2425002,173,21870
2026-07-03 09:33:25,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,3,17510,18146,0039847,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,2,18850,17400,56848,158160,84,18146
2026-07-03 09:34:15,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,1,20580,21863,0040519,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,7,22700,20400,38399,2445582,174,21863
2026-07-03 09:34:52,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,3,17310,18117,0041015,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,3,18800,17300,65905,210090,87,18117
