time,event,stk_cd,stk_nm,qty,price,base_price,order_no,profit_amount,profit_pct,memo,state,cycle,take_profit_price,stop_loss_price
2026-07-08 09:34:38,BUY,0193W0,KODEX 삼성전자단일종목레버리지,70,17625,17625,0038874,,,최초 매수,NORMAL,0,18300,17050
2026-07-08 10:19:43,BUY,0193W0,KODEX 삼성전자단일종목레버리지,69,18050,18050,0060121,,,현재가 대비 조건부 최초 진입 지정가 체결,NORMAL,0,18750,17500
2026-07-08 10:20:47,BUY,0193T0,KODEX SK하이닉스단일종목레버리지,51,24185,24185,0060120,,,현재가 대비 조건부 최초 진입 지정가 체결,NORMAL,0,25150,23450
2026-07-08 10:36:55,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,35,23380,23857,0067790,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,1,24800,23000,838303,818300,86,23857
2026-07-08 10:38:31,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,31,17460,17867,0068505,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,1,18550,17200,550894,541260,100,17867
2026-07-08 10:38:54,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,15,23010,23731,0068682,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,2,24650,22750,360788,1163450,101,23731
2026-07-08 10:55:36,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,10,22725,23640,0074716,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,3,24550,22550,239565,1390700,111,23640
2026-07-08 10:55:46,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,9,17223,17814,0074790,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,2,18500,17100,159748,696267,109,17814
2026-07-08 11:01:26,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,6,17105,17777,0076846,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,3,18450,16950,105307,798897,115,17777
2026-07-08 11:02:49,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,3,22588,23612,0077427,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,4,24550,22400,69261,1458464,114,23612
2026-07-08 11:05:51,DCA_TRIGGER_NO_BUY,0193T0,KODEX SK하이닉스단일종목레버리지,0,22395,23612,,,,DCA트리거선 터치: DCA 예산 부족 또는 1주 미만으로 추가매수 없이 다음 트리거만 조정,RECOVERY,1,24550,21900,21753,1458464,114,23612
2026-07-08 11:06:40,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,3,16949,17756,0078871,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,4,18450,16850,59317,849744,118,17756
2026-07-08 13:08:24,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,5,16835,17719,0109877,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,5,18400,16700,88976,933919,123,17719
2026-07-08 13:13:32,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,7,16655,17662,0111952,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,6,18350,16600,118635,1050504,130,17662
2026-07-08 13:13:51,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,5,16575,17622,0112100,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,7,18300,16450,148294,1133379,135,17622
2026-07-08 13:14:14,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,1,21885,23597,0112147,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,5,24500,22250,25346,1480349,118,23597
2026-07-08 13:32:04,DCA_TRIGGER_NO_BUY,0193T0,KODEX SK하이닉스단일종목레버리지,0,21405,23597,,,,DCA트리거선 터치: DCA 예산 부족 또는 1주 미만으로 추가매수 없이 다음 트리거만 조정,RECOVERY,1,24500,20950,0,1480349,118,23597
2026-07-08 13:36:46,DCA_TRIGGER_NO_BUY,0193T0,KODEX SK하이닉스단일종목레버리지,0,20885,23597,,,,DCA트리거선 터치: DCA 예산 부족 또는 1주 미만으로 추가매수 없이 다음 트리거만 조정,RECOVERY,2,24500,20450,0,1480349,118,23597
2026-07-08 14:22:27,DCA_TRIGGER_NO_BUY,0193T0,KODEX SK하이닉스단일종목레버리지,0,20450,23597,,,,DCA트리거선 터치: DCA 예산 부족 또는 1주 미만으로 추가매수 없이 다음 트리거만 조정,RECOVERY,3,24500,20000,0,1480349,118,23597
2026-07-08 14:29:26,FINAL_STOP_SELL,0193T0,KODEX SK하이닉스단일종목레버리지,118,20000,23597,0136935,-424446,-15.2435,최대 회차 도달 또는 재설정 실패로 최종 DCA트리거,EXIT,5,24500,20000
2026-07-08 14:29:28,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,7,15855,17535,0136938,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,8,18200,16300,112298,1244364,142,17535
2026-07-08 14:29:33,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,42,15855,17152,0136973,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,9,17800,15850,681093,1910274,184,17152
2026-07-08 14:29:39,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,28,15845,16979,0137001,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,10,17650,15700,447209,2353934,212,16979
2026-07-08 14:39:40,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,18,15715,16880,0139018,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,11,17550,15600,291386,2636804,230,16880
