time,event,stk_cd,stk_nm,qty,price,base_price,order_no,profit_amount,profit_pct,memo,state,cycle,take_profit_price,stop_loss_price
2026-07-01 09:03:43,BUY,0193T0,KODEX SK하이닉스단일종목레버리지,53,35779,35779,0011106,,,최초 매수,NORMAL,0,37200,34700
2026-07-01 09:03:45,BUY,0193W0,KODEX 삼성전자단일종목레버리지,77,24765,24765,0011162,,,최초 매수,NORMAL,0,25750,24000
2026-07-01 09:11:11,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,1,34635,35758,0022030,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,1,37150,34500,46022,34635,54,35758
2026-07-01 09:14:17,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,1,34455,35734,0025977,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,2,37150,34300,46022,69090,55,35734
2026-07-01 09:14:46,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,1,23975,24755,0026599,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,1,25700,23850,46022,23975,78,24755
2026-07-01 09:14:50,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,2,34090,35676,0026705,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,3,37100,34050,92044,137270,57,35676
2026-07-01 09:18:15,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,2,34115,35623,0030292,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,4,37000,33800,92044,205500,59,35623
2026-07-01 09:19:01,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,1,23800,24743,0030916,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,2,25700,23750,46022,47775,79,24743
2026-07-01 09:19:17,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,4,33650,35498,0031214,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,5,36900,33500,138067,340100,63,35498
2026-07-01 09:19:21,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,3,23740,24706,0031273,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,3,25650,23550,92044,118995,82,24706
2026-07-01 09:21:21,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,5,33445,35347,0033217,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,6,36750,33200,184089,507325,68,35347
2026-07-01 09:21:50,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,3,23547,24665,0033656,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,4,25650,23400,92044,189636,85,24665
2026-07-01 09:22:15,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,6,33095,35164,0034014,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,7,36550,32850,230112,705895,74,35164
2026-07-01 09:23:29,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,8,32808,34934,0035053,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,8,36300,32450,276134,968359,82,34934
2026-07-01 09:23:39,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,5,23385,24594,0035177,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,5,25550,23200,138067,306561,90,24594
2026-07-01 09:48:31,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,7,23190,24493,0054669,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,6,25450,23000,184089,468891,97,24493
2026-07-01 09:53:47,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,9,23000,24366,0058107,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,7,25300,22750,230112,675891,106,24366
2026-07-01 09:55:05,DCA_BUY_RESET,0193T0,KODEX SK하이닉스단일종목레버리지,11,32550,34652,0059069,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,9,36000,32050,368179,1326409,93,34652
2026-07-01 09:58:32,DCA_BUY_RESET,0193W0,KODEX 삼성전자단일종목레버리지,12,22781,24205,0061053,,,DCA트리거선 터치: DCA 추가매수 후 평균단가 기준 익절 재등록,RECOVERY,8,25150,22500,276134,949263,118,24205
